RIN,INCIDENT_DATE,LOCATION_DISTRICT,INCIDENT_REASON,REASON_FOR_FORCE,SUBJECT_GENDER,SUBJECT_RACE,SUBJECT_ROLE,SUBJECT_DESCRIPTION,REASON_FOR_FORCE1,TYPE_OF_FORCE_USED1,TYPE_OF_FORCE_USED2,TYPE_OF_FORCE_USED3,TYPE_OF_FORCE_USED4,NUMBER_EC_CYCLES,SUBJECT_INJURY_TYPE,OFFICER_INJURY_TYPE,OFFICER_YEARS_ON_FORCE,Y_COORDINATE,Y_COORDINATE.1,LOCATION_DISTRICT.1,LOCATION_FULL_STREET_ADDRESS_OR_INTERSECTION,LOCATION_LATITUDE,LOCATION_LONGITUDE,Unnamed: 24
150534,8/18/14,10,2,0,1,4,0,2,12,0,0,0,0,0,0,0,2,3129701,10092439,0,933,30.32712,-97.691719,
144749,3/13/14,10,2,1,2,4,0,2,11,0,0,0,0,0,3,0,1,3126342,10089763,0,831,30.319154,-97.703544,
163604,7/17/15,3,2,0,1,5,0,2,0,0,0,0,0,0,4,0,10,3113804,10073382,9,2536,,,
165782,9/2/15,9,2,0,1,4,0,2,0,3,0,0,0,2,4,2,0,3119878,10056802,3,1514,,,
165783,9/2/15,9,2,0,1,4,0,2,0,1,0,0,0,1,4,0,3,3119878,10056802,3,1514,,,
152479,9/17/14,10,2,0,1,4,0,2,21,0,0,0,0,0,1,0,0,3137938,10089859,0,2537,30.319492,-97.666455,
152179,9/17/14,10,2,0,1,4,0,2,5,3,0,0,0,1,4,0,3,3137938,10089859,0,2537,30.319492,-97.666455,
162067,6/20/15,10,2,1,1,4,0,2,0,0,0,0,0,0,0,1,3,3126582,10096813,4,328,,,
143033,2/1/14,10,2,0,1,2,0,2,9,1,0,0,0,1,0,0,6,3126065,10091805,0,311,30.325382,-97.70391,
142999,2/1/14,10,2,0,1,2,0,2,9,3,0,0,0,1,0,0,1,3126065,10091805,0,311,30.325382,-97.70391,
167364,10/12/15,7,1,0,1,4,0,2,0,0,0,0,0,0,4,2,4,3099407,10031322,5,2017,,,
171184,2/7/16,10,1,1,1,4,0,2,8,0,0,0,0,0,4,0,2,3124480,10086818,4,2020,,,
177139,12/12/16,6,2,0,1,2,0,2,14,0,0,0,0,0,2,0,1,3139692,10116759,7,2538,,,
143329,2/6/14,12,4,4,1,5,0,2,53,0,0,0,0,0,3,0,11,3130843,10133908,0,2539,30.440487,-97.685846,
144691,3/11/14,7,2,0,2,5,0,2,11,0,0,0,0,0,0,0,5,3102682,10031541,0,2540,30.160801,-97.782402,
148922,6/25/14,7,1,0,1,4,0,2,5,0,0,0,0,0,6,0,2,3105961,10041674,0,2541,,,
148942,6/25/14,7,1,0,1,4,0,2,5,0,0,0,0,0,6,0,8,3105961,10041674,0,2541,,,
152791,10/19/14,4,2,2,2,2,0,2,20,0,0,0,0,0,4,0,6,3120198,10072629,0,1540,30.273108,-97.724104,
152792,10/19/14,4,2,0,1,2,0,2,9,1,0,0,0,2,4,0,6,3120198,10072629,0,1540,30.273108,-97.724104,
142393,1/12/14,7,2,0,2,2,0,2,0,0,0,0,0,0,0,0,1,3110514,10038906,0,2542,30.180948,-97.757053,
173867,5/9/16,8,0,1,1,2,0,2,8,0,0,0,0,0,0,0,2,3116052,10071392,9,2107,,,
173870,5/9/16,8,0,1,1,2,0,2,43,0,0,0,0,0,0,0,3,3116052,10071392,9,2107,,,
173944,5/9/16,8,0,1,1,2,0,2,8,0,0,0,0,0,0,0,3,3116052,10071392,9,2107,,,
168023,10/28/15,9,2,0,1,5,0,2,0,0,0,0,0,0,0,0,2,3116620,10054307,3,2543,,,
174746,7/2/16,3,0,0,1,5,0,2,14,0,0,0,0,0,4,3,5,3122580,10084166,9,2544,,,
174808,7/2/16,3,0,0,1,5,0,2,14,0,0,0,0,0,4,0,5,3122580,10084166,9,2544,,,
150533,8/18/14,10,2,0,1,4,0,2,12,0,0,0,0,0,0,0,2,3129701,10092439,0,933,30.32712,-97.691719,
164381,8/5/15,9,2,0,1,5,0,2,0,1,0,0,0,1,4,0,1,3120206,10054679,3,1906,,,
169637,12/20/15,8,2,0,1,4,0,2,1,4,0,0,0,0,1,0,4,3113146,10069877,9,2460,,,
158704,4/12/15,10,2,0,2,2,0,2,0,0,0,0,0,0,4,0,0,3129997,10096983,4,40,30.338618,-97.692566,
162502,6/28/15,6,2,0,1,5,0,2,3,1,0,0,0,2,4,0,2,3140941,10108271,1,2545,,,
174289,6/5/16,8,3,1,1,2,0,2,6,9,0,0,0,0,0,0,9,3115154,10070604,9,11,,,
143809,2/15/14,5,2,0,1,5,0,2,2,0,0,0,0,0,0,0,0,3104739,10048814,0,2157,30.208216,-97.774995,
176852,11/16/16,8,0,1,1,5,0,2,52,0,0,0,0,0,0,0,4,3114822,10070669,9,307,,,
157181,3/6/15,8,0,0,1,4,0,2,1,0,0,0,0,0,0,0,4,3115491,10070521,9,43,,,
165183,8/22/15,6,2,0,1,4,0,2,0,0,0,0,0,0,0,0,0,3133143,10103054,4,1885,,,
159481,4/17/15,1,2,3,1,2,0,2,12,0,0,0,0,0,4,0,1,3122324,10120703,7,83,,,
169453,12/15/15,8,3,5,1,5,0,2,1,0,0,0,0,0,0,0,3,3114818,10070707,9,307,,,
174271,6/4/16,6,2,5,1,4,0,2,10,0,0,0,0,0,0,0,1,3126880,10099656,4,33,,,
175205,8/12/16,8,0,0,1,4,0,2,8,0,0,0,0,0,0,0,2,3112284,10071731,9,2546,,,
175245,8/12/16,8,3,5,1,4,0,2,8,0,0,0,0,0,0,0,4,3112284,10071731,9,2546,,,
144788,3/13/14,3,2,0,1,2,0,2,0,0,0,0,0,0,0,1,1,3108496,10106939,0,2418,30.368114,-97.758395,
148722,6/21/14,4,2,0,1,2,0,2,11,0,0,0,0,0,0,0,2,3121574,10071826,0,877,30.270459,-97.720211,
149242,7/3/14,7,2,1,1,5,0,2,0,0,0,0,0,0,0,0,1,3086645,10029322,0,2101,,,
152717,10/17/14,1,1,0,1,5,0,2,39,0,0,0,0,0,1,2,12,3127319,10124746,0,2547,30.416344,-97.697082,
146159,4/13/14,8,0,0,1,5,0,2,1,0,0,0,0,0,0,3,18,3115586,10070279,0,913,30.266913,-97.738699,
146102,4/13/14,8,0,0,1,5,0,2,1,0,0,0,0,0,0,3,4,3115586,10070279,0,913,30.266913,-97.738699,
143411,2/10/14,8,0,0,1,5,0,2,11,0,0,0,0,0,0,0,6,3116884,10070627,0,313,30.267809,-97.734593,
152685,10/17/14,1,1,0,1,5,0,2,0,0,0,0,0,0,1,0,6,3127319,10124746,0,2547,30.416344,-97.697082,
146082,4/13/14,8,0,0,1,5,0,2,1,0,0,0,0,0,0,3,18,3115586,10070279,0,913,30.266913,-97.738699,
155521,1/18/15,8,0,0,1,5,0,2,5,4,0,0,0,1,0,0,9,3115155,10070604,9,11,,,
175687,9/7/16,5,0,5,1,5,0,2,10,5,0,0,0,1,4,0,2,3099105,10057015,5,2548,,,
175666,9/7/16,5,0,5,1,5,0,2,10,11,0,0,0,1,4,0,1,3099105,10057015,5,2548,,,
175667,9/7/16,5,0,4,1,5,0,2,10,11,0,0,0,1,4,0,1,3099105,10057015,5,2548,,,
157609,3/15/15,6,2,0,1,4,0,2,20,1,0,0,0,2,4,0,5,3136832,10116388,1,2549,,,
166621,9/20/15,6,2,3,1,4,0,2,17,0,0,0,0,0,0,0,2,3130170,10103208,4,2550,,,
174055,5/6/16,8,3,1,1,2,0,2,8,0,0,0,0,0,4,0,3,3116253,10070465,9,1705,,,
174424,6/15/16,9,1,7,1,2,0,2,16,16,0,0,0,1,0,0,21,3131785,10060881,3,2551,,,
144553,3/10/14,8,2,0,1,5,0,2,11,0,0,0,0,0,0,0,6,3116222,10065572,0,2552,,,
145612,3/30/14,6,2,2,1,5,0,2,1,0,0,0,0,0,0,0,12,3124437,10111343,0,1567,30.37769,-97.70712,
149027,6/27/14,8,2,0,1,5,0,2,11,0,0,0,0,0,6,0,1,3113126,10069732,0,1701,30.265668,-97.746347,
149003,6/27/14,8,2,0,1,5,0,2,11,0,0,0,0,0,0,0,1,3113126,10069732,0,1701,30.265668,-97.746347,
177489,12/28/16,8,3,0,1,5,0,2,10,0,0,0,0,0,4,0,10,3114905,10070325,9,1010,,,
177498,12/28/16,8,3,0,1,5,0,2,8,0,0,0,0,0,0,0,3,3114905,10070325,9,1010,,,
150843,8/25/14,1,2,0,1,5,0,2,0,0,0,0,0,0,4,0,6,3103620,10134096,0,2276,30.442293,-97.771341,
150900,8/25/14,1,2,0,1,5,0,2,0,0,0,0,0,0,4,0,1,3103620,10134096,0,2276,30.442293,-97.771341,
145150,3/21/14,10,2,0,1,2,0,2,0,0,0,0,0,0,0,0,2,3126272,10094107,0,2553,,,
174180,5/30/16,4,3,2,1,2,0,2,31,6,0,0,0,1,6,0,19,3117945,10072233,1,2554,,,
152079,9/20/14,10,3,1,1,5,0,2,1,0,0,0,0,0,0,0,21,3129209,10088323,0,2555,30.315477,-97.694542,
152080,9/20/14,10,3,1,1,5,0,2,1,0,0,0,0,0,0,0,12,3129209,10088323,0,2555,30.315477,-97.694542,
168062,10/28/15,9,2,0,1,5,0,2,0,0,0,0,0,0,0,0,3,3116620,10054307,3,2543,,,
173333,4/11/16,8,2,1,1,5,0,2,8,0,0,0,0,0,0,0,8,3114532,10070712,9,2556,30.268218,-97.742992,
177184,9/6/16,9,4,4,1,5,0,2,26,0,0,0,0,0,0,0,9,3123068,10057378,3,2557,,,
175545,8/30/16,10,2,0,1,2,0,2,8,5,0,0,0,1,4,0,2,3129827,10092759,4,2558,,,
152762,10/19/14,10,1,0,1,4,0,2,17,0,0,0,0,0,0,0,2,3119828,10091049,0,2559,,,
152763,10/19/14,10,1,0,1,4,0,2,17,0,0,0,0,0,0,0,3,3119828,10091049,0,2559,,,
157281,2/28/15,6,2,0,1,5,0,2,17,2,0,0,0,3,2,0,2,3128679,10099279,4,908,,,
173334,4/10/16,6,2,0,1,4,0,2,8,0,0,0,0,0,1,0,4,3141933,10112339,1,456,,,
145129,3/21/14,10,2,0,1,2,0,2,0,0,0,0,0,0,0,0,2,3126272,10094107,0,2553,,,
156085,2/11/15,7,2,2,1,4,0,2,0,0,0,0,0,0,0,0,11,3099938,10040089,2,2560,,,
166404,9/17/15,10,2,0,1,5,0,2,11,0,0,0,0,0,0,0,1,3120355,10094774,7,2348,,,
172504,3/15/16,7,2,0,1,4,0,2,14,0,0,0,0,0,0,0,2,3098788,10042839,2,2446,,,
166441,9/17/15,10,2,0,1,5,0,2,0,0,0,0,0,0,0,0,4,3120355,10094774,7,2348,,,
148225,6/7/14,9,2,0,1,4,0,2,0,1,0,0,0,1,4,0,5,3122230,10059265,0,509,30.235898,-97.718485,
166945,9/9/15,8,2,0,2,2,0,2,1,0,0,0,0,0,0,0,9,3116006,10070898,9,2561,,,
145668,4/1/14,6,2,0,1,4,0,2,0,0,0,0,0,0,0,0,8,3142681,10119458,0,2562,30.399977,-97.649482,
151459,7/31/14,3,2,1,1,5,0,2,1,9,0,0,0,0,0,0,7,3114209,10077981,0,2563,30.28777,-97.742497,
171684,2/21/16,1,2,0,1,2,0,2,41,0,0,0,0,0,6,0,9,3106374,10129735,10,2564,,,
168547,11/20/15,1,2,1,1,5,0,2,1,0,0,0,0,0,0,0,6,3118960,10118620,7,2565,,,
168787,11/20/15,1,2,3,1,5,0,2,5,3,0,0,0,2,0,0,18,3118960,10118620,7,2565,,,
147420,5/23/14,7,2,1,2,4,0,2,9,0,0,0,0,0,4,0,11,3112819,10044080,0,2566,30.194846,-97.74976,
147439,5/23/14,7,2,1,2,4,0,2,9,0,0,0,0,0,4,2,1,3112819,10044080,0,2566,30.194846,-97.74976,
155245,1/24/15,7,2,1,1,5,0,2,0,0,0,0,0,0,0,2,12,3099524,10047001,2,2567,,,
155262,1/24/15,7,2,1,1,5,0,2,0,1,0,0,0,1,4,0,2,3099524,10047001,2,2567,,,
165382,8/27/15,7,2,0,1,4,0,2,18,0,0,0,0,0,0,0,4,3100912,10033835,2,2465,30.16718,-97.787925,
146503,4/26/14,7,0,0,2,4,0,2,21,0,0,0,0,0,3,0,1,3112882,10043170,0,1907,30.192498,-97.749204,
168702,11/24/15,8,2,0,1,2,0,2,27,0,0,0,0,0,0,1,3,3115886,10070835,9,120,,,
154660,12/31/14,7,2,1,1,2,0,2,1,0,0,0,0,0,0,0,2,3110157,10041054,0,351,30.186989,-97.760185,
173332,4/11/16,8,2,0,1,5,0,2,14,0,0,0,0,0,4,0,8,3114532,10070712,9,2556,30.268218,-97.742992,
145688,4/1/14,6,2,0,1,4,0,2,0,0,0,0,0,0,0,0,4,3142681,10119458,0,2562,30.399977,-97.649482,
149814,7/26/14,10,2,0,1,4,0,2,0,0,0,0,0,0,0,0,2,3133691,10093379,0,1252,30.331176,-97.683984,
156103,2/11/15,7,2,2,1,4,0,2,21,0,0,0,0,0,0,0,3,3099938,10040089,2,2560,,,
170434,1/18/16,9,2,0,1,4,0,2,10,5,0,0,0,1,2,0,6,3128573,10059546,3,2568,,,
173744,1/18/16,6,2,1,1,5,0,2,16,0,0,0,0,0,0,1,8,3135499,10121165,7,865,,,
145109,3/21/14,9,2,0,1,5,0,2,18,1,0,0,0,1,1,0,1,3120573,10060340,0,2569,30.239233,-97.72342,
157131,3/7/15,6,2,1,1,4,0,2,0,0,0,0,0,0,0,0,3,3124731,10107166,4,2570,,,
174529,6/20/16,6,2,0,1,5,0,2,19,0,0,0,0,0,4,0,8,3135499,10121165,7,865,,,
149488,7/15/14,10,2,0,1,4,0,2,0,0,0,0,0,0,0,0,0,3128893,10090071,0,129,30.320428,-97.696142,
150062,7/31/14,3,2,1,1,5,0,2,1,9,0,0,0,0,0,0,2,3114209,10077981,0,2563,30.28777,-97.742497,
172626,3/18/16,4,2,0,1,2,0,2,8,11,0,0,0,1,0,1,4,3121877,10064675,3,2571,,,
162961,7/5/15,7,2,0,1,4,0,2,0,0,0,0,0,0,4,0,0,3105816,10042612,2,2086,,,
167645,10/22/15,1,2,1,1,4,0,2,0,0,0,0,0,0,0,0,12,3119211,10110490,7,2572,,,
173948,5/12/16,9,2,1,1,2,0,2,10,0,0,0,0,0,0,0,0,3118781,10061400,3,2158,,,
174202,6/2/16,4,2,0,1,2,0,2,8,0,0,0,0,0,6,2,9,3121416,10074946,1,2573,,,
174203,6/2/16,4,2,3,1,2,0,2,10,0,0,0,0,0,0,0,15,3121416,10074946,1,2573,,,
177067,11/30/16,4,2,0,1,5,0,2,14,0,0,0,0,0,4,0,14,3127048,10074220,1,2574,,,
160904,5/27/15,9,2,3,1,4,0,2,66,1,0,0,0,2,4,0,7,3115980,10058043,9,2575,,,
168328,11/12/15,4,2,0,1,2,0,2,39,3,0,0,0,1,0,0,13,3140428,10079767,1,2576,,,
150060,7/31/14,8,0,0,1,5,0,2,21,0,0,0,0,0,0,0,4,3116436,10070115,0,2577,,,
176699,11/9/16,1,2,0,1,5,0,2,16,0,0,0,0,0,6,0,4,3122241,10127672,7,2578,,,
165485,8/29/15,9,2,0,1,4,0,2,5,0,0,0,0,0,0,0,4,3117764,10056344,3,630,,,
154499,12/29/14,1,2,1,2,4,0,2,1,0,0,0,0,0,0,0,12,3128406,10125116,0,2579,30.416467,-97.693827,
165990,9/7/15,9,2,0,1,4,0,2,21,0,0,0,0,0,0,0,14,3115233,10059006,9,2580,,,
168346,11/12/15,4,4,0,1,2,0,2,1,7,0,0,0,2,4,0,6,3140428,10079767,1,2576,,,
169065,11/24/15,8,2,0,1,2,0,2,27,0,0,0,0,0,0,1,13,3115886,10070835,9,120,,,
150279,8/6/14,3,2,3,1,5,0,2,2,0,0,0,0,0,0,0,20,3109831,10070976,0,70,30.267899,-97.758223,
175216,8/14/16,10,2,0,1,2,0,2,24,5,0,0,0,1,4,2,9,3130949,10094309,4,557,,,
175285,8/14/16,10,2,0,1,2,0,2,25,5,0,0,0,2,4,0,9,3130949,10094309,4,557,,,
150260,8/6/14,3,2,3,1,5,0,2,2,9,0,0,0,0,0,2,11,3109831,10070976,0,70,30.267899,-97.758223,
176057,9/26/16,6,2,0,1,5,0,2,43,9,0,0,0,0,0,0,5,3135985,10117220,1,359,,,
176213,9/26/16,6,2,0,1,5,0,2,8,6,0,0,0,2,0,0,4,3135985,10117220,1,359,,,
168648,11/24/15,8,2,1,1,2,0,2,27,0,0,0,0,0,0,0,17,3115886,10070835,9,120,,,
169087,11/24/15,8,2,0,1,2,0,2,27,2,0,0,0,2,0,1,8,3115886,10070835,9,120,,,
174249,6/2/16,4,2,1,1,2,0,2,8,0,0,0,0,0,1,0,7,3121416,10074946,1,2573,,,
176468,10/22/16,7,2,0,1,4,0,2,57,0,0,0,0,0,1,0,21,3109212,10039125,2,196,,,
174250,6/2/16,4,2,1,1,2,0,2,10,6,0,0,0,1,4,0,9,3121416,10074946,1,2573,,,
176892,11/6/16,10,2,3,2,5,0,2,14,0,0,0,0,0,6,1,10,3125491,10094907,4,2581,,,
158141,3/31/15,6,2,0,1,2,0,2,18,1,0,0,0,1,4,0,3,3121104,10110443,4,2582,,,
175075,8/7/16,7,2,1,1,4,0,2,14,0,0,0,0,0,0,0,1,3117268,10045494,2,2583,,,
159375,4/25/15,9,2,2,1,5,0,2,2,1,0,0,0,1,4,0,6,3121692,10055203,3,2080,,,
175398,8/22/16,7,2,0,2,5,0,2,8,0,0,0,0,0,0,0,0,3096536,10030614,5,2481,,,
176442,10/22/16,7,2,0,1,4,0,2,63,0,0,0,0,0,1,0,4,3109212,10039125,2,196,,,
176443,10/22/16,7,2,1,1,4,0,2,10,0,0,0,0,0,1,0,7,3109212,10039125,2,196,,,
176484,10/22/16,7,2,0,1,4,0,2,89,0,0,0,0,0,2,0,12,3109212,10039125,2,196,,,
153564,11/15/14,10,1,4,1,2,0,2,12,0,0,0,0,1,0,0,2,3124829,10087660,0,2374,,,
148119,6/3/14,6,2,0,1,2,0,2,0,3,0,0,0,1,0,0,9,3136802,10124630,0,2584,30.414783,-97.6662,
150264,8/6/14,3,2,3,1,5,0,2,2,0,0,0,0,0,0,0,6,3109831,10070976,0,70,30.267899,-97.758223,
150265,6/26/14,4,2,1,2,5,0,2,0,9,0,0,0,0,0,1,0,3132706,10074466,0,2585,30.277153,-97.68443,
176140,9/26/16,6,2,0,1,5,0,2,16,0,0,0,0,0,0,0,5,3135985,10117220,1,359,,,
149069,6/30/14,10,3,0,1,2,0,2,5,1,0,0,0,1,1,2,5,3127856,10084304,0,355,30.304312,-97.699596,
156863,2/26/15,9,2,0,1,5,0,2,1,0,0,0,0,0,1,0,7,3119754,10054915,3,2586,,,
153560,11/15/14,5,2,1,1,2,0,2,0,0,0,0,0,0,0,0,1,3111127,10055473,0,2351,30.226573,-97.753779,
152910,9/16/14,7,5,1,1,2,0,2,21,0,0,0,0,0,6,0,7,3117292,10045926,0,2587,30.199494,-97.734934,
168722,11/24/15,8,2,0,1,2,0,2,27,0,0,0,0,0,0,1,14,3115886,10070835,9,120,,,
164081,7/28/15,8,0,0,1,2,0,2,0,0,0,0,0,0,0,0,23,3116612,10070581,9,2484,,,
172358,3/13/16,8,2,1,1,2,0,2,10,0,0,0,0,0,0,0,7,3116085,10070257,9,1800,,,
156865,2/26/15,9,2,1,1,5,0,2,0,0,0,0,0,0,0,0,5,3119754,10054915,3,2586,,,
174564,6/20/16,6,2,0,1,5,0,2,8,6,0,0,0,1,0,0,4,3135499,10121165,7,865,,,
174530,6/20/16,6,2,0,1,5,0,2,19,0,0,0,0,0,0,0,11,3135499,10121165,7,865,,,
165222,8/24/15,9,2,0,1,2,0,2,0,0,0,0,0,0,0,0,8,3133030,10060163,3,2588,,,
165223,8/24/15,9,2,0,1,2,0,2,0,0,0,0,0,0,0,2,11,3133030,10060163,3,2588,,,
164881,8/14/15,10,2,0,1,4,0,2,38,1,0,0,0,1,4,0,13,3117652,10103772,7,2589,,,
173404,4/10/16,6,2,1,1,4,0,2,10,0,0,0,0,0,4,0,5,3141933,10112339,1,456,,,
146051,4/13/14,10,2,1,1,4,0,2,1,0,0,0,0,0,0,2,14,3133080,10085076,0,2590,30.306348,-97.682541,
146104,4/13/14,10,2,1,1,4,0,2,1,0,0,0,0,0,0,2,19,3133080,10085076,0,2590,30.306348,-97.682541,
146103,4/13/14,10,2,1,1,4,0,2,1,0,0,0,0,0,0,2,4,3133080,10085076,0,2590,30.306348,-97.682541,
174787,7/1/16,6,2,5,1,2,0,2,31,0,0,0,0,0,7,1,12,3127959,10106038,4,357,,,
175074,8/7/16,7,2,1,1,4,0,2,14,0,0,0,0,0,0,0,1,3117268,10045494,2,2583,,,
172350,3/13/16,8,0,0,1,2,0,2,10,0,0,0,0,0,0,2,16,3116085,10070257,9,1800,,,
158727,4/14/15,4,2,0,1,4,0,2,11,4,0,0,0,1,1,0,13,3132368,10066769,3,2591,,,
158781,4/14/15,4,2,0,1,4,0,2,11,0,0,0,0,0,0,0,10,3132368,10066769,3,2591,,,
170436,1/18/16,4,2,5,2,4,0,2,10,0,0,0,0,0,0,0,8,3125982,10069391,3,2592,,,
176470,10/22/16,7,2,0,1,4,0,2,28,0,0,0,0,0,2,2,9,3109212,10039125,2,196,,,
154081,12/11/14,8,0,0,1,2,0,2,39,0,0,0,0,0,0,0,4,3115952,10070759,0,330,,,
155539,1/28/15,4,2,0,1,2,0,2,39,0,0,0,0,0,0,0,5,3122407,10070706,1,773,,,
176084,9/26/16,6,2,0,2,2,0,2,10,0,0,0,0,0,1,3,5,3135985,10117220,1,359,,,
158883,4/14/15,4,2,0,1,4,0,2,11,0,0,0,0,0,0,2,13,3132368,10066769,3,2591,,,
147499,5/21/14,4,2,0,1,2,0,2,17,0,0,0,0,0,0,0,21,3153403,10109688,0,2593,30.372536,-97.61569,
147479,5/21/14,4,2,0,1,2,0,2,17,0,0,0,0,0,0,0,9,3153403,10109688,0,2593,30.372536,-97.61569,
171145,2/8/16,8,2,0,1,2,0,2,8,0,0,0,0,0,0,0,17,3115885,10070835,9,120,,,
171146,2/8/16,8,2,0,1,2,0,2,8,0,0,0,0,0,0,6,13,3115885,10070835,9,120,,,
171867,2/26/16,10,2,0,1,4,0,2,6,0,0,0,0,0,0,0,4,3128218,10094569,4,2594,,,
174257,6/5/16,6,2,0,1,4,0,2,10,0,0,0,0,0,0,0,5,3122208,10107272,4,2595,,,
177717,12/26/16,6,2,0,2,2,0,2,10,0,0,0,0,0,0,2,5,3128170,10100704,4,451,,,
163603,7/17/15,10,2,3,1,5,0,2,0,0,0,0,0,0,0,0,5,3115487,10099030,7,2596,,,
175744,8/14/16,10,2,0,1,2,0,2,8,4,0,0,0,1,1,0,5,3130949,10094309,4,557,,,
150781,8/23/14,1,2,1,1,4,0,2,21,0,0,0,0,0,6,0,2,3096682,10140777,0,2324,,,
157137,3/7/15,6,2,1,1,4,0,2,18,0,0,0,0,0,0,0,2,3124731,10107166,4,2570,,,
163922,7/24/15,6,2,1,1,4,0,2,1,0,0,0,0,0,1,2,11,3124134,10103094,4,2597,,,
165204,8/24/15,9,2,0,1,2,0,2,0,0,0,0,0,0,0,0,13,3133030,10060163,3,2588,,,
146870,5/10/14,1,2,0,1,2,0,2,0,0,0,0,0,0,0,2,0,3127726,10122881,0,762,30.410269,-97.696122,
171992,3/6/16,7,2,0,1,4,0,2,8,0,0,0,0,0,0,0,8,3112702,10040352,2,2598,,,
150359,8/8/14,10,2,0,1,5,0,2,9,0,0,0,0,0,0,0,13,3118405,10091065,0,2599,30.323411,-97.727907,
151239,8/29/14,4,0,2,1,2,0,2,5,1,0,0,0,1,4,0,6,3139166,10087505,0,2600,30.3122,-97.662684,
148261,6/8/14,6,2,0,1,4,0,2,0,0,0,0,0,0,1,0,10,3131119,10112272,0,2601,30.381222,-97.686778,
155246,1/24/15,7,2,1,1,5,0,2,0,1,0,0,0,1,4,0,2,3099524,10047001,2,2567,,,
156884,2/26/15,9,2,2,1,5,0,2,0,0,0,0,0,0,1,0,3,3119174,10061567,3,2602,,,
166321,9/14/15,5,3,1,1,4,0,2,0,1,0,0,0,1,4,2,12,3110137,10069297,5,2603,,,
150319,8/7/14,9,2,0,1,4,0,2,2,2,0,0,0,1,4,2,2,3123698,10058703,0,80,30.234742,-97.713771,
157381,3/11/15,7,2,0,1,2,0,2,21,0,0,0,0,0,0,0,12,3101228,10033710,2,663,,,
146081,4/13/14,10,2,1,1,4,0,2,1,0,0,0,0,0,0,0,16,3133080,10085076,0,2590,30.306348,-97.682541,
168228,11/8/15,4,2,0,1,4,0,2,0,1,0,0,0,1,4,0,2,3137878,10074214,1,2291,,,
172093,3/6/16,7,2,0,1,4,0,2,8,0,0,0,0,0,0,0,18,3112702,10040352,2,2598,,,
148464,6/15/14,10,0,0,1,2,0,2,0,3,0,0,0,1,0,0,11,3129997,10096983,0,40,30.338618,-97.692566,
174744,7/6/16,8,1,1,1,2,0,2,14,0,0,0,0,0,0,0,12,3117046,10068184,3,2604,30.260828,-97.734335,
146506,4/25/14,5,1,0,1,5,0,2,21,0,0,0,0,0,0,1,5,3109944,10051535,0,2605,30.215256,-97.758171,
146561,4/27/14,1,2,0,1,5,0,2,13,0,0,0,0,0,0,0,11,3086357,10115821,0,2606,30.393043,-97.8286,
166604,9/23/15,1,2,0,1,5,0,2,0,0,0,0,0,0,0,0,4,3125111,10125479,7,833,,,
174627,6/25/16,10,2,1,1,4,0,2,8,0,0,0,0,0,0,0,4,3134806,10093981,1,262,,,
153604,11/19/14,8,2,0,1,1,0,2,0,0,0,0,0,0,0,0,5,3116006,10070898,0,2561,30.268593,-97.737339,
153603,11/19/14,8,2,1,1,1,0,2,0,0,0,0,0,0,0,0,4,3116006,10070898,0,2561,30.268593,-97.737339,
153620,11/19/14,8,2,1,1,1,0,2,0,0,0,0,0,0,0,2,7,3116006,10070898,0,2561,30.268593,-97.737339,
174200,6/2/16,11,4,0,1,4,0,2,52,5,0,0,0,2,4,0,13,-,-,0,2607,,,
150842,8/23/14,7,2,0,1,5,0,2,1,0,0,0,0,0,6,0,7,3094667,10035916,0,324,30.174031,-97.808212,
176416,10/19/16,10,2,3,1,5,0,2,47,0,0,0,0,0,0,0,9,3120116,10093884,4,2608,,,
166043,9/8/15,8,2,0,1,2,0,2,18,4,0,0,0,2,1,5,12,3114159,10070084,9,1129,30.266109,-97.743205,
152764,10/19/14,10,1,0,1,4,0,2,17,0,0,0,0,0,0,0,1,3119828,10091049,0,2559,,,
145963,4/3/14,1,1,0,1,4,0,2,1,2,0,0,0,3,4,3,7,3094536,10146106,0,2609,,,
168377,11/15/15,7,2,3,1,4,0,2,1,0,0,0,0,0,0,0,18,3107922,10043296,2,967,,,
171994,3/6/16,7,2,0,1,4,0,2,8,0,0,0,0,0,0,0,12,3112702,10040352,2,2598,,,
154996,1/19/15,3,2,3,1,5,0,2,0,0,0,0,0,0,0,2,9,3114314,10074184,9,2610,,,
174825,7/13/16,1,2,0,1,2,0,2,24,0,0,0,0,0,0,0,1,3102889,10137248,6,2611,,,
174826,7/13/16,1,2,1,1,2,0,2,24,0,0,0,0,0,0,0,14,3102889,10137248,6,2611,,,
174827,7/13/16,1,2,1,1,2,0,2,24,0,0,0,0,0,0,0,2,3102889,10137248,6,2611,,,
174851,7/13/16,1,2,1,1,2,0,2,24,0,0,0,0,0,0,0,0,3102889,10137248,6,2611,,,
170147,1/7/16,9,2,0,1,2,0,2,14,0,0,0,0,0,4,2,7,3119407,10056791,3,300,,,
177497,12/25/16,3,0,5,1,2,0,2,10,0,0,0,0,0,1,0,3,3125556,10083907,9,684,,,
164842,8/14/15,10,2,0,1,4,0,2,38,1,0,0,0,3,4,0,8,3117652,10103772,7,2589,,,
173494,4/17/16,8,2,0,1,2,0,2,8,0,0,0,0,0,0,2,17,3115951,10070759,9,29,,,
